"Infants lacking immunization, measles (% of one-year-olds)"
"123"," Morocco","21.0","12.0","7.0","3.0","2.0","1.0","1.0","1.0","1.0"
"181"," Mozambique","41.0","29.0","29.0","22.0","18.0","18.0","18.0","15.0","15.0"
"145"," Myanmar","32.0","18.0","16.0","16.0","12.0","12.0","16.0","14.0","14.0"
"125"," Namibia","","32.0","31.0","27.0","25.0","26.0","24.0","18.0","17.0"
"0"," Nauru","100.0","100.0","92.0","20.0","1.0","1.0","4.0","3.0","2.0"
"144"," Nepal","43.0","44.0","29.0","26.0","14.0","12.0","14.0","12.0","12.0"
"7"," Netherlands","6.0","6.0","4.0","4.0","4.0","4.0","4.0","4.0","4.0"
"13"," New Zealand","10.0","16.0","15.0","18.0","9.0","7.0","8.0","8.0","7.0"
"124"," Nicaragua","18.0","15.0","14.0","4.0","1.0","1.0","1.0","1.0","1.0"
"187"," Niger","75.0","60.0","63.0","53.0","33.0","31.0","25.0","24.0","28.0"
"152"," Nigeria","46.0","56.0","67.0","59.0","44.0","51.0","58.0","47.0","49.0"
"1"," Norway","13.0","8.0","12.0","10.0","7.0","7.0","6.0","7.0","6.0"
"52"," Oman","2.0","2.0","1.0","2.0","1.0","1.0","1.0","1.0","1.0"
"147"," Pakistan","50.0","53.0","41.0","27.0","31.0","37.0","39.0","37.0","37.0"
"60"," Palau","2.0","1.0","17.0","2.0","61.0","15.0","9.0","1.0","17.0"
"114"," Palestine, State of","","27.0","7.0","2.0","2.0","1.0","2.0","1.0","1.0"
"60"," Panama","27.0","16.0","3.0","1.0","3.0","3.0","2.0","8.0","10.0"
"154"," Papua New Guinea","33.0","58.0","38.0","37.0","45.0","40.0","33.0","30.0","35.0"
"110"," Paraguay","31.0","25.0","8.0","9.0","6.0","7.0","9.0","8.0","10.0"
"87"," Peru","36.0","2.0","3.0","23.0","6.0","4.0","6.0","15.0","11.0"
"116"," Philippines","15.0","28.0","22.0","8.0","20.0","21.0","15.0","10.0","12.0"
"36"," Poland","5.0","4.0","3.0","2.0","2.0","2.0","2.0","2.0","2.0"
