"Carbon dioxide emissions per capita (tonnes)"
"163"," Uganda","0.0","0.0","0.1","0.1","0.1","0.1","0.1","0.1"
"84"," Ukraine","","8.7","6.5","7.1","6.6","6.3","6.5","6.0"
"42"," United Arab Emirates","28.7","30.1","36.9","25.9","19.3","18.3","19.3","18.7"
"16"," United Kingdom","9.7","9.3","9.2","9.0","7.9","7.1","7.3","7.1"
"10"," United States","19.3","19.3","20.2","19.6","17.5","17.0","16.3","16.4"
"54"," Uruguay","1.3","1.4","1.6","1.7","1.9","2.3","2.6","2.2"
"105"," Uzbekistan","","4.4","4.9","4.3","3.6","3.9","3.9","3.4"
"134"," Vanuatu","0.5","0.4","0.5","0.3","0.5","0.5","0.5","0.4"
"71"," Venezuela (Bolivarian Republic of)","6.2","6.0","6.2","6.2","6.5","6.1","6.7","6.1"
"115"," Viet Nam","0.3","0.4","0.7","1.2","1.7","1.8","1.8","1.7"
"168"," Yemen","0.8","0.7","0.8","1.0","1.0","0.8","0.7","1.0"
"139"," Zambia","0.3","0.2","0.2","0.2","0.2","0.2","0.2","0.3"
"154"," Zimbabwe","1.5","1.3","1.1","0.8","0.7","0.8","0.9","0.9"
"ss: Refers to 2011."
